Source, Target, Type, Weight
105, 5407, Directed, 1.0
5407, 1314, Directed, 1.0
1314, 2708, Directed, 1.0
2708, 5406, Directed, 1.0
5406, 721, Directed, 1.0
721, 114, Directed, 1.0
114, 885, Directed, 1.0
885, 3437, Directed, 1.0
3437, 97, Directed, 1.0
97, 46, Directed, 1.0
46, 105, Directed, 1.0
105, 3980, Directed, 1.0
3980, 71, Directed, 1.0
71, 2008, Directed, 1.0
2008, 3523, Directed, 1.0
3523, 1024, Directed, 1.0
1024, 3528, Directed, 1.0
3528, 765, Directed, 1.0
765, 751, Directed, 1.0
751, 41, Directed, 1.0
41, 97, Directed, 1.0
97, 5404, Directed, 1.0
5404, 23, Directed, 1.0
23, 3883, Directed, 1.0
3883, 1992, Directed, 1.0
1992, 1266, Directed, 1.0
1266, 251, Directed, 1.0
251, 2505, Directed, 1.0
2505, 5401, Directed, 1.0
5401, 5403, Directed, 1.0
5403, 97, Directed, 1.0
97, 331, Directed, 1.0
331, 56, Directed, 1.0
56, 2008, Directed, 1.0
2008, 105, Directed, 1.0
105, 115, Directed, 1.0
115, 288, Directed, 1.0
288, 139, Directed, 1.0
139, 1130, Directed, 1.0
1130, 222, Directed, 1.0
222, 1969, Directed, 1.0
1969, 3774, Directed, 1.0
3774, 5402, Directed, 1.0
5402, 18, Directed, 1.0
18, 1062, Directed, 1.0
1062, 19, Directed, 1.0
19, 40, Directed, 1.0
40, 631, Directed, 1.0
631, 19, Directed, 1.0
19, 1466, Directed, 1.0
1466, 37, Directed, 1.0
37, 97, Directed, 1.0
97, 42, Directed, 1.0
42, 1301, Directed, 1.0
1301, 309, Directed, 1.0
309, 71, Directed, 1.0
71, 1024, Directed, 1.0
1024, 750, Directed, 1.0
750, 19, Directed, 1.0
19, 277, Directed, 1.0
277, 1466, Directed, 1.0
1466, 37, Directed, 1.0
37, 24, Directed, 1.0
24, 87, Directed, 1.0
87, 4452, Directed, 1.0
4452, 3886, Directed, 1.0
3886, 1466, Directed, 1.0
1466, 125, Directed, 1.0
125, 121, Directed, 1.0
121, 24, Directed, 1.0
24, 122, Directed, 1.0
122, 393, Directed, 1.0
393, 1374, Directed, 1.0
1374, 19, Directed, 1.0
19, 631, Directed, 1.0
631, 121, Directed, 1.0
121, 82, Directed, 1.0
82, 1099, Directed, 1.0
1099, 97, Directed, 1.0
97, 934, Directed, 1.0
934, 121, Directed, 1.0
121, 82, Directed, 1.0
82, 920, Directed, 1.0
920, 25, Directed, 1.0
25, 209, Directed, 1.0
209, 19, Directed, 1.0
19, 1466, Directed, 1.0
1466, 37, Directed, 1.0
37, 1514, Directed, 1.0
1514, 97, Directed, 1.0
97, 293, Directed, 1.0
293, 208, Directed, 1.0
208, 25, Directed, 1.0
25, 2317, Directed, 1.0
2317, 3523, Directed, 1.0
3523, 23, Directed, 1.0
23, 104, Directed, 1.0
104, 97, Directed, 1.0
97, 33, Directed, 1.0
33, 1100, Directed, 1.0
1100, 440, Directed, 1.0
440, 269, Directed, 1.0
269, 445, Directed, 1.0
445, 455, Directed, 1.0
455, 454, Directed, 1.0
454, 486, Directed, 1.0
486, 234, Directed, 1.0
234, 1879, Directed, 1.0
1879, 114, Directed, 1.0
114, 750, Directed, 1.0
750, 19, Directed, 1.0
19, 209, Directed, 1.0
209, 24, Directed, 1.0
24, 1099, Directed, 1.0
1099, 631, Directed, 1.0
631, 19, Directed, 1.0
19, 1466, Directed, 1.0
1466, 37, Directed, 1.0
37, 78, Directed, 1.0
78, 217, Directed, 1.0
217, 64, Directed, 1.0
64, 88, Directed, 1.0
88, 1466, Directed, 1.0
1466, 37, Directed, 1.0
37, 832, Directed, 1.0
832, 97, Directed, 1.0
97, 3901, Directed, 1.0
3901, 121, Directed, 1.0
121, 2553, Directed, 1.0
2553, 738, Directed, 1.0
738, 631, Directed, 1.0
631, 832, Directed, 1.0
832, 97, Directed, 1.0
97, 489, Directed, 1.0
489, 114, Directed, 1.0
114, 628, Directed, 1.0
628, 1731, Directed, 1.0
1731, 19, Directed, 1.0
19, 1466, Directed, 1.0
1466, 37, Directed, 1.0
37, 31, Directed, 1.0
31, 454, Directed, 1.0
454, 486, Directed, 1.0
486, 165, Directed, 1.0
165, 880, Directed, 1.0
880, 121, Directed, 1.0
121, 240, Directed, 1.0
240, 221, Directed, 1.0
221, 900, Directed, 1.0
900, 97, Directed, 1.0
97, 33, Directed, 1.0
33, 1100, Directed, 1.0
1100, 105, Directed, 1.0
105, 3980, Directed, 1.0
3980, 653, Directed, 1.0
653, 593, Directed, 1.0
593, 19, Directed, 1.0
19, 888, Directed, 1.0
888, 875, Directed, 1.0
875, 907, Directed, 1.0
907, 82, Directed, 1.0
82, 12, Directed, 1.0
12, 2920, Directed, 1.0
2920, 5399, Directed, 1.0
5399, 5398, Directed, 1.0
5398, 19, Directed, 1.0
19, 625, Directed, 1.0
625, 5400, Directed, 1.0
5400, 97, Directed, 1.0
97, 46, Directed, 1.0
46, 97, Directed, 1.0
97, 575, Directed, 1.0
575, 51, Directed, 1.0
51, 88, Directed, 1.0
88, 1745, Directed, 1.0
1745, 2151, Directed, 1.0
2151, 907, Directed, 1.0
907, 939, Directed, 1.0
939, 38, Directed, 1.0
38, 44, Directed, 1.0
44, 933, Directed, 1.0
933, 533, Directed, 1.0
533, 4064, Directed, 1.0
4064, 88, Directed, 1.0
88, 265, Directed, 1.0
265, 594, Directed, 1.0
594, 671, Directed, 1.0
671, 115, Directed, 1.0
115, 833, Directed, 1.0
833, 5400, Directed, 1.0
5400, 46, Directed, 1.0
46, 2715, Directed, 1.0
2715, 251, Directed, 1.0
251, 2921, Directed, 1.0
2921, 23, Directed, 1.0
23, 97, Directed, 1.0
97, 807, Directed, 1.0
807, 2320, Directed, 1.0
2320, 907, Directed, 1.0
907, 657, Directed, 1.0
657, 209, Directed, 1.0
209, 105, Directed, 1.0
105, 933, Directed, 1.0
933, 385, Directed, 1.0
385, 15, Directed, 1.0
15, 2920, Directed, 1.0
2920, 159, Directed, 1.0
159, 261, Directed, 1.0
261, 718, Directed, 1.0
718, 51, Directed, 1.0
51, 139, Directed, 1.0
139, 679, Directed, 1.0
679, 127, Directed, 1.0
127, 37, Directed, 1.0
37, 121, Directed, 1.0
121, 20, Directed, 1.0
20, 97, Directed, 1.0
97, 749, Directed, 1.0
749, 307, Directed, 1.0
307, 639, Directed, 1.0
639, 2218, Directed, 1.0
2218, 115, Directed, 1.0
115, 1584, Directed, 1.0
1584, 1321, Directed, 1.0
1321, 833, Directed, 1.0
833, 5400, Directed, 1.0
5400, 46, Directed, 1.0
46, 492, Directed, 1.0
492, 115, Directed, 1.0
115, 435, Directed, 1.0
435, 51, Directed, 1.0
51, 88, Directed, 1.0
88, 114, Directed, 1.0
114, 872, Directed, 1.0
872, 24, Directed, 1.0
24, 956, Directed, 1.0
956, 97, Directed, 1.0
97, 2920, Directed, 1.0
2920, 159, Directed, 1.0
159, 104, Directed, 1.0
104, 5397, Directed, 1.0
5397, 19, Directed, 1.0
19, 2920, Directed, 1.0
2920, 88, Directed, 1.0
88, 82, Directed, 1.0
82, 1238, Directed, 1.0
1238, 97, Directed, 1.0
97, 613, Directed, 1.0
613, 1118, Directed, 1.0
1118, 105, Directed, 1.0
105, 1786, Directed, 1.0
1786, 1980, Directed, 1.0
1980, 6, Directed, 1.0
6, 247, Directed, 1.0
247, 2665, Directed, 1.0
2665, 240, Directed, 1.0
240, 2659, Directed, 1.0
2659, 598, Directed, 1.0
598, 276, Directed, 1.0
276, 5396, Directed, 1.0
5396, 594, Directed, 1.0
594, 671, Directed, 1.0
671, 115, Directed, 1.0
115, 2979, Directed, 1.0
2979, 249, Directed, 1.0
249, 57, Directed, 1.0
57, 8, Directed, 1.0
8, 62, Directed, 1.0
62, 97, Directed, 1.0
97, 2803, Directed, 1.0
2803, 88, Directed, 1.0
88, 97, Directed, 1.0
97, 2174, Directed, 1.0
2174, 105, Directed, 1.0
105, 139, Directed, 1.0
139, 2161, Directed, 1.0
2161, 222, Directed, 1.0
222, 336, Directed, 1.0
336, 2646, Directed, 1.0
2646, 2657, Directed, 1.0
2657, 97, Directed, 1.0
97, 364, Directed, 1.0
364, 121, Directed, 1.0
121, 82, Directed, 1.0
82, 506, Directed, 1.0
506, 97, Directed, 1.0
97, 33, Directed, 1.0
33, 51, Directed, 1.0
51, 88, Directed, 1.0
88, 390, Directed, 1.0
390, 475, Directed, 1.0
475, 533, Directed, 1.0
533, 880, Directed, 1.0
880, 222, Directed, 1.0
222, 132, Directed, 1.0
132, 121, Directed, 1.0
121, 64, Directed, 1.0
64, 88, Directed, 1.0
88, 1041, Directed, 1.0
1041, 240, Directed, 1.0
240, 2659, Directed, 1.0
2659, 282, Directed, 1.0
282, 114, Directed, 1.0
114, 5, Directed, 1.0
5, 1769, Directed, 1.0
1769, 121, Directed, 1.0
121, 240, Directed, 1.0
240, 2659, Directed, 1.0
2659, 214, Directed, 1.0
214, 1041, Directed, 1.0
1041, 88, Directed, 1.0
88, 356, Directed, 1.0
356, 3041, Directed, 1.0
3041, 2646, Directed, 1.0
2646, 268, Directed, 1.0
268, 25, Directed, 1.0
25, 2509, Directed, 1.0
2509, 97, Directed, 1.0
97, 27, Directed, 1.0
27, 5393, Directed, 1.0
5393, 47, Directed, 1.0
47, 139, Directed, 1.0
139, 1524, Directed, 1.0
1524, 5394, Directed, 1.0
5394, 1052, Directed, 1.0
1052, 25, Directed, 1.0
25, 209, Directed, 1.0
209, 46, Directed, 1.0
46, 24, Directed, 1.0
24, 37, Directed, 1.0
37, 87, Directed, 1.0
87, 420, Directed, 1.0
420, 296, Directed, 1.0
296, 19, Directed, 1.0
19, 97, Directed, 1.0
97, 364, Directed, 1.0
364, 139, Directed, 1.0
139, 282, Directed, 1.0
282, 132, Directed, 1.0
132, 2646, Directed, 1.0
2646, 268, Directed, 1.0
268, 78, Directed, 1.0
78, 356, Directed, 1.0
356, 37, Directed, 1.0
37, 88, Directed, 1.0
88, 832, Directed, 1.0
832, 420, Directed, 1.0
420, 475, Directed, 1.0
475, 46, Directed, 1.0
46, 309, Directed, 1.0
309, 20, Directed, 1.0
20, 132, Directed, 1.0
132, 2646, Directed, 1.0
2646, 268, Directed, 1.0
268, 121, Directed, 1.0
121, 303, Directed, 1.0
303, 88, Directed, 1.0
88, 5395, Directed, 1.0
5395, 19, Directed, 1.0
19, 97, Directed, 1.0
97, 225, Directed, 1.0
225, 575, Directed, 1.0
575, 1908, Directed, 1.0
1908, 43, Directed, 1.0
43, 475, Directed, 1.0
475, 215, Directed, 1.0
215, 501, Directed, 1.0
501, 723, Directed, 1.0
723, 19, Directed, 1.0
19, 575, Directed, 1.0
575, 339, Directed, 1.0
339, 31, Directed, 1.0
31, 598, Directed, 1.0
598, 276, Directed, 1.0
276, 5396, Directed, 1.0
5396, 19, Directed, 1.0
19, 948, Directed, 1.0
948, 304, Directed, 1.0
304, 780, Directed, 1.0
780, 1550, Directed, 1.0
1550, 115, Directed, 1.0
115, 249, Directed, 1.0
249, 93, Directed, 1.0
93, 137, Directed, 1.0
137, 240, Directed, 1.0
240, 2659, Directed, 1.0
2659, 1524, Directed, 1.0
1524, 15, Directed, 1.0
15, 87, Directed, 1.0
87, 214, Directed, 1.0
214, 264, Directed, 1.0
264, 1233, Directed, 1.0
1233, 1052, Directed, 1.0
1052, 51, Directed, 1.0
51, 25, Directed, 1.0
25, 209, Directed, 1.0
209, 24, Directed, 1.0
24, 356, Directed, 1.0
356, 37, Directed, 1.0
37, 97, Directed, 1.0
97, 5071, Directed, 1.0
5071, 88, Directed, 1.0
88, 87, Directed, 1.0
87, 420, Directed, 1.0
420, 19, Directed, 1.0
19, 364, Directed, 1.0
364, 139, Directed, 1.0
139, 107, Directed, 1.0
107, 352, Directed, 1.0
352, 24, Directed, 1.0
24, 2648, Directed, 1.0
2648, 2657, Directed, 1.0
2657, 105, Directed, 1.0
105, 1786, Directed, 1.0
1786, 572, Directed, 1.0
572, 593, Directed, 1.0
593, 19, Directed, 1.0
19, 75, Directed, 1.0
75, 110, Directed, 1.0
110, 114, Directed, 1.0
114, 562, Directed, 1.0
562, 559, Directed, 1.0
559, 2770, Directed, 1.0
2770, 1234, Directed, 1.0
1234, 2444, Directed, 1.0
2444, 107, Directed, 1.0
107, 735, Directed, 1.0
735, 19, Directed, 1.0
19, 925, Directed, 1.0
925, 75, Directed, 1.0
75, 110, Directed, 1.0
110, 426, Directed, 1.0
426, 935, Directed, 1.0
935, 871, Directed, 1.0
871, 1241, Directed, 1.0
1241, 114, Directed, 1.0
114, 1138, Directed, 1.0
1138, 5388, Directed, 1.0
5388, 1068, Directed, 1.0
1068, 33, Directed, 1.0
33, 23, Directed, 1.0
23, 97, Directed, 1.0
97, 761, Directed, 1.0
761, 84, Directed, 1.0
84, 6, Directed, 1.0
6, 75, Directed, 1.0
75, 110, Directed, 1.0
110, 102, Directed, 1.0
102, 632, Directed, 1.0
632, 5389, Directed, 1.0
5389, 972, Directed, 1.0
972, 105, Directed, 1.0
105, 97, Directed, 1.0
97, 590, Directed, 1.0
590, 159, Directed, 1.0
159, 1710, Directed, 1.0
1710, 88, Directed, 1.0
88, 587, Directed, 1.0
587, 127, Directed, 1.0
127, 37, Directed, 1.0
37, 92, Directed, 1.0
92, 24, Directed, 1.0
24, 1746, Directed, 1.0
1746, 19, Directed, 1.0
19, 84, Directed, 1.0
84, 75, Directed, 1.0
75, 37, Directed, 1.0
37, 139, Directed, 1.0
139, 957, Directed, 1.0
957, 309, Directed, 1.0
309, 87, Directed, 1.0
87, 310, Directed, 1.0
310, 738, Directed, 1.0
738, 2179, Directed, 1.0
2179, 97, Directed, 1.0
97, 149, Directed, 1.0
149, 1321, Directed, 1.0
1321, 121, Directed, 1.0
121, 498, Directed, 1.0
498, 155, Directed, 1.0
155, 139, Directed, 1.0
139, 87, Directed, 1.0
87, 2710, Directed, 1.0
2710, 97, Directed, 1.0
97, 1981, Directed, 1.0
1981, 538, Directed, 1.0
538, 2017, Directed, 1.0
2017, 114, Directed, 1.0
114, 5, Directed, 1.0
5, 2509, Directed, 1.0
2509, 796, Directed, 1.0
796, 5325, Directed, 1.0
5325, 36, Directed, 1.0
36, 1041, Directed, 1.0
1041, 24, Directed, 1.0
24, 165, Directed, 1.0
165, 75, Directed, 1.0
75, 109, Directed, 1.0
109, 188, Directed, 1.0
188, 419, Directed, 1.0
419, 747, Directed, 1.0
747, 172, Directed, 1.0
172, 168, Directed, 1.0
168, 419, Directed, 1.0
419, 114, Directed, 1.0
114, 1160, Directed, 1.0
1160, 475, Directed, 1.0
475, 172, Directed, 1.0
172, 1899, Directed, 1.0
1899, 105, Directed, 1.0
105, 114, Directed, 1.0
114, 1899, Directed, 1.0
1899, 37, Directed, 1.0
37, 184, Directed, 1.0
184, 97, Directed, 1.0
97, 240, Directed, 1.0
240, 211, Directed, 1.0
211, 279, Directed, 1.0
279, 149, Directed, 1.0
149, 75, Directed, 1.0
75, 121, Directed, 1.0
121, 127, Directed, 1.0
127, 37, Directed, 1.0
37, 165, Directed, 1.0
165, 20, Directed, 1.0
20, 5390, Directed, 1.0
5390, 5384, Directed, 1.0
5384, 5392, Directed, 1.0
5392, 5059, Directed, 1.0
5059, 5383, Directed, 1.0
5383, 5387, Directed, 1.0
5387, 5382, Directed, 1.0
5382, 300, Directed, 1.0
300, 5386, Directed, 1.0
5386, 3844, Directed, 1.0
3844, 5385, Directed, 1.0
5385, 114, Directed, 1.0
114, 5391, Directed, 1.0
5391, 4, Directed, 1.0
4, 3980, Directed, 1.0
3980, 71, Directed, 1.0
71, 19, Directed, 1.0
19, 963, Directed, 1.0
963, 954, Directed, 1.0
954, 114, Directed, 1.0
114, 888, Directed, 1.0
888, 875, Directed, 1.0
875, 919, Directed, 1.0
919, 445, Directed, 1.0
445, 952, Directed, 1.0
952, 945, Directed, 1.0
945, 97, Directed, 1.0
97, 444, Directed, 1.0
444, 88, Directed, 1.0
88, 12, Directed, 1.0
12, 245, Directed, 1.0
245, 1028, Directed, 1.0
1028, 1324, Directed, 1.0
1324, 5288, Directed, 1.0
5288, 115, Directed, 1.0
115, 1633, Directed, 1.0
1633, 2565, Directed, 1.0
2565, 1621, Directed, 1.0
1621, 224, Directed, 1.0
224, 97, Directed, 1.0
97, 42, Directed, 1.0
42, 4, Directed, 1.0
4, 97, Directed, 1.0
97, 13, Directed, 1.0
13, 71, Directed, 1.0
71, 88, Directed, 1.0
88, 220, Directed, 1.0
220, 1028, Directed, 1.0
1028, 5288, Directed, 1.0
5288, 88, Directed, 1.0
88, 762, Directed, 1.0
762, 24, Directed, 1.0
24, 1600, Directed, 1.0
1600, 3368, Directed, 1.0
3368, 3366, Directed, 1.0
3366, 5379, Directed, 1.0
5379, 88, Directed, 1.0
88, 97, Directed, 1.0
97, 625, Directed, 1.0
625, 93, Directed, 1.0
93, 5381, Directed, 1.0
5381, 71, Directed, 1.0
71, 445, Directed, 1.0
445, 5, Directed, 1.0
5, 31, Directed, 1.0
31, 209, Directed, 1.0
209, 82, Directed, 1.0
82, 655, Directed, 1.0
655, 1985, Directed, 1.0
1985, 262, Directed, 1.0
262, 121, Directed, 1.0
121, 1376, Directed, 1.0
1376, 41, Directed, 1.0
41, 1633, Directed, 1.0
1633, 215, Directed, 1.0
215, 82, Directed, 1.0
82, 491, Directed, 1.0
491, 4452, Directed, 1.0
4452, 19, Directed, 1.0
19, 3877, Directed, 1.0
3877, 3870, Directed, 1.0
3870, 265, Directed, 1.0
265, 24, Directed, 1.0
24, 107, Directed, 1.0
107, 2284, Directed, 1.0
2284, 104, Directed, 1.0
104, 1633, Directed, 1.0
1633, 2565, Directed, 1.0
2565, 1621, Directed, 1.0
1621, 224, Directed, 1.0
224, 97, Directed, 1.0
97, 4, Directed, 1.0
4, 88, Directed, 1.0
88, 82, Directed, 1.0
82, 129, Directed, 1.0
129, 476, Directed, 1.0
476, 1961, Directed, 1.0
1961, 19, Directed, 1.0
19, 5380, Directed, 1.0
5380, 114, Directed, 1.0
114, 2298, Directed, 1.0
2298, 37, Directed, 1.0
37, 115, Directed, 1.0
115, 1139, Directed, 1.0
1139, 33, Directed, 1.0
33, 19, Directed, 1.0
19, 1106, Directed, 1.0
1106, 114, Directed, 1.0
114, 37, Directed, 1.0
37, 121, Directed, 1.0
121, 97, Directed, 1.0
97, 605, Directed, 1.0
605, 5378, Directed, 1.0
5378, 78, Directed, 1.0
78, 277, Directed, 1.0
277, 125, Directed, 1.0
125, 88, Directed, 1.0
88, 20, Directed, 1.0
20, 97, Directed, 1.0
97, 1054, Directed, 1.0
1054, 101, Directed, 1.0
101, 19, Directed, 1.0
19, 2626, Directed, 1.0
2626, 3366, Directed, 1.0
3366, 4836, Directed, 1.0
4836, 215, Directed, 1.0
215, 1028, Directed, 1.0
1028, 165, Directed, 1.0
165, 475, Directed, 1.0
475, 82, Directed, 1.0
82, 129, Directed, 1.0
129, 19, Directed, 1.0
19, 188, Directed, 1.0
188, 490, Directed, 1.0
490, 105, Directed, 1.0
105, 3980, Directed, 1.0
3980, 1299, Directed, 1.0
1299, 71, Directed, 1.0
71, 282, Directed, 1.0
282, 1855, Directed, 1.0
1855, 23, Directed, 1.0
23, 97, Directed, 1.0
97, 56, Directed, 1.0
56, 292, Directed, 1.0
292, 105, Directed, 1.0
105, 114, Directed, 1.0
114, 1530, Directed, 1.0
1530, 139, Directed, 1.0
139, 655, Directed, 1.0
655, 3154, Directed, 1.0
3154, 4179, Directed, 1.0
4179, 910, Directed, 1.0
910, 4330, Directed, 1.0
4330, 683, Directed, 1.0
683, 19, Directed, 1.0
19, 262, Directed, 1.0
262, 97, Directed, 1.0
97, 42, Directed, 1.0
42, 105, Directed, 1.0
105, 1299, Directed, 1.0
1299, 71, Directed, 1.0
71, 1530, Directed, 1.0
1530, 27, Directed, 1.0
27, 139, Directed, 1.0
139, 655, Directed, 1.0
655, 3154, Directed, 1.0
3154, 4179, Directed, 1.0
4179, 910, Directed, 1.0
910, 4330, Directed, 1.0
4330, 683, Directed, 1.0
683, 25, Directed, 1.0
25, 262, Directed, 1.0
262, 42, Directed, 1.0
42, 105, Directed, 1.0
105, 268, Directed, 1.0
268, 1514, Directed, 1.0
1514, 97, Directed, 1.0
97, 285, Directed, 1.0
285, 948, Directed, 1.0
948, 208, Directed, 1.0
208, 25, Directed, 1.0
25, 209, Directed, 1.0
209, 215, Directed, 1.0
215, 304, Directed, 1.0
304, 1481, Directed, 1.0
1481, 633, Directed, 1.0
633, 3142, Directed, 1.0
3142, 25, Directed, 1.0
25, 84, Directed, 1.0
84, 1709, Directed, 1.0
1709, 705, Directed, 1.0
705, 966, Directed, 1.0
966, 2992, Directed, 1.0
2992, 222, Directed, 1.0
222, 1564, Directed, 1.0
1564, 563, Directed, 1.0
563, 3913, Directed, 1.0
3913, 97, Directed, 1.0
97, 46, Directed, 1.0
46, 1299, Directed, 1.0
1299, 71, Directed, 1.0
71, 163, Directed, 1.0
163, 1107, Directed, 1.0
1107, 79, Directed, 1.0
79, 2833, Directed, 1.0
2833, 51, Directed, 1.0
51, 139, Directed, 1.0
139, 2132, Directed, 1.0
2132, 4179, Directed, 1.0
4179, 932, Directed, 1.0
932, 953, Directed, 1.0
953, 97, Directed, 1.0
97, 42, Directed, 1.0
42, 1124, Directed, 1.0
1124, 261, Directed, 1.0
261, 799, Directed, 1.0
799, 144, Directed, 1.0
144, 403, Directed, 1.0
403, 114, Directed, 1.0
114, 97, Directed, 1.0
97, 691, Directed, 1.0
691, 5, Directed, 1.0
5, 19, Directed, 1.0
19, 225, Directed, 1.0
225, 4588, Directed, 1.0
4588, 111, Directed, 1.0
111, 78, Directed, 1.0
78, 88, Directed, 1.0
88, 115, Directed, 1.0
115, 4179, Directed, 1.0
4179, 932, Directed, 1.0
932, 953, Directed, 1.0
953, 159, Directed, 1.0
159, 2836, Directed, 1.0
2836, 491, Directed, 1.0
491, 2284, Directed, 1.0
2284, 188, Directed, 1.0
188, 37, Directed, 1.0
37, 268, Directed, 1.0
268, 63, Directed, 1.0
63, 42, Directed, 1.0
42, 125, Directed, 1.0
125, 121, Directed, 1.0
121, 1514, Directed, 1.0
1514, 27, Directed, 1.0
27, 97, Directed, 1.0
97, 1106, Directed, 1.0
1106, 114, Directed, 1.0
114, 4409, Directed, 1.0
4409, 2547, Directed, 1.0
2547, 37, Directed, 1.0
37, 184, Directed, 1.0
184, 4337, Directed, 1.0
4337, 97, Directed, 1.0
97, 624, Directed, 1.0
624, 1484, Directed, 1.0
1484, 125, Directed, 1.0
125, 115, Directed, 1.0
115, 4515, Directed, 1.0
4515, 3536, Directed, 1.0
3536, 105, Directed, 1.0
105, 1786, Directed, 1.0
1786, 71, Directed, 1.0
71, 0, Directed, 1.0
0, 48, Directed, 1.0
48, 50, Directed, 1.0
50, 117, Directed, 1.0
117, 38, Directed, 1.0
38, 44, Directed, 1.0
44, 59, Directed, 1.0
59, 220, Directed, 1.0
220, 25, Directed, 1.0
25, 93, Directed, 1.0
93, 277, Directed, 1.0
277, 107, Directed, 1.0
107, 27, Directed, 1.0
27, 3146, Directed, 1.0
3146, 266, Directed, 1.0
266, 19, Directed, 1.0
19, 1705, Directed, 1.0
1705, 1180, Directed, 1.0
1180, 139, Directed, 1.0
139, 1735, Directed, 1.0
1735, 1179, Directed, 1.0
1179, 247, Directed, 1.0
247, 6, Directed, 1.0
6, 37, Directed, 1.0
37, 24, Directed, 1.0
24, 2710, Directed, 1.0
2710, 97, Directed, 1.0
97, 79, Directed, 1.0
79, 40, Directed, 1.0
40, 1283, Directed, 1.0
1283, 37, Directed, 1.0
37, 121, Directed, 1.0
121, 115, Directed, 1.0
115, 758, Directed, 1.0
758, 1537, Directed, 1.0
1537, 1547, Directed, 1.0
1547, 349, Directed, 1.0
349, 51, Directed, 1.0
51, 349, Directed, 1.0
349, 19, Directed, 1.0
19, 1106, Directed, 1.0
1106, 3146, Directed, 1.0
3146, 266, Directed, 1.0
266, 19, Directed, 1.0
19, 1705, Directed, 1.0
1705, 1180, Directed, 1.0
1180, 159, Directed, 1.0
159, 214, Directed, 1.0
214, 27, Directed, 1.0
27, 1089, Directed, 1.0
1089, 265, Directed, 1.0
265, 50, Directed, 1.0
50, 2548, Directed, 1.0
2548, 97, Directed, 1.0
97, 2320, Directed, 1.0
2320, 121, Directed, 1.0
121, 1299, Directed, 1.0
1299, 71, Directed, 1.0
71, 282, Directed, 1.0
282, 23, Directed, 1.0
23, 97, Directed, 1.0
97, 657, Directed, 1.0
657, 209, Directed, 1.0
209, 105, Directed, 1.0
105, 1705, Directed, 1.0
1705, 1180, Directed, 1.0
1180, 88, Directed, 1.0
88, 3359, Directed, 1.0
3359, 633, Directed, 1.0
633, 83, Directed, 1.0
83, 247, Directed, 1.0
247, 6, Directed, 1.0
6, 83, Directed, 1.0
83, 1809, Directed, 1.0
1809, 2065, Directed, 1.0
2065, 6, Directed, 1.0
6, 37, Directed, 1.0
37, 638, Directed, 1.0
638, 2710, Directed, 1.0
2710, 97, Directed, 1.0
97, 79, Directed, 1.0
79, 40, Directed, 1.0
40, 1283, Directed, 1.0
1283, 349, Directed, 1.0
349, 19, Directed, 1.0
19, 1106, Directed, 1.0
1106, 223, Directed, 1.0
223, 349, Directed, 1.0
349, 217, Directed, 1.0
217, 88, Directed, 1.0
88, 19, Directed, 1.0
19, 387, Directed, 1.0
387, 247, Directed, 1.0
247, 100, Directed, 1.0
100, 215, Directed, 1.0
215, 36, Directed, 1.0
36, 28, Directed, 1.0
28, 1104, Directed, 1.0
1104, 633, Directed, 1.0
633, 4862, Directed, 1.0
4862, 88, Directed, 1.0
88, 37, Directed, 1.0
37, 87, Directed, 1.0
87, 2710, Directed, 1.0
2710, 97, Directed, 1.0
97, 1302, Directed, 1.0
1302, 1552, Directed, 1.0
1552, 5377, Directed, 1.0
5377, 25, Directed, 1.0
25, 37, Directed, 1.0
37, 87, Directed, 1.0
87, 956, Directed, 1.0
956, 165, Directed, 1.0
165, 237, Directed, 1.0
237, 4329, Directed, 1.0
4329, 2003, Directed, 1.0
2003, 114, Directed, 1.0
114, 816, Directed, 1.0
816, 1441, Directed, 1.0
1441, 121, Directed, 1.0
121, 97, Directed, 1.0
97, 31, Directed, 1.0
31, 50, Directed, 1.0
50, 304, Directed, 1.0
304, 780, Directed, 1.0
780, 2320, Directed, 1.0
2320, 215, Directed, 1.0
215, 93, Directed, 1.0
93, 31, Directed, 1.0
31, 15, Directed, 1.0
15, 3146, Directed, 1.0
3146, 19, Directed, 1.0
19, 1705, Directed, 1.0
1705, 1180, Directed, 1.0
1180, 88, Directed, 1.0
88, 82, Directed, 1.0
82, 675, Directed, 1.0
675, 19, Directed, 1.0
19, 440, Directed, 1.0
440, 269, Directed, 1.0
269, 3780, Directed, 1.0
3780, 633, Directed, 1.0
633, 3895, Directed, 1.0
3895, 303, Directed, 1.0
303, 316, Directed, 1.0
316, 1298, Directed, 1.0
1298, 1786, Directed, 1.0
1786, 642, Directed, 1.0
642, 432, Directed, 1.0
432, 5374, Directed, 1.0
5374, 389, Directed, 1.0
389, 5375, Directed, 1.0
5375, 42, Directed, 1.0
42, 1298, Directed, 1.0
1298, 598, Directed, 1.0
598, 74, Directed, 1.0
74, 176, Directed, 1.0
176, 15, Directed, 1.0
15, 432, Directed, 1.0
432, 5374, Directed, 1.0
5374, 121, Directed, 1.0
121, 747, Directed, 1.0
747, 25, Directed, 1.0
25, 367, Directed, 1.0
367, 109, Directed, 1.0
109, 2140, Directed, 1.0
2140, 115, Directed, 1.0
115, 262, Directed, 1.0
262, 109, Directed, 1.0
109, 217, Directed, 1.0
217, 36, Directed, 1.0
36, 1128, Directed, 1.0
1128, 118, Directed, 1.0
118, 19, Directed, 1.0
